OBS#,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
588804243,2,10,3,1,0,1,0,0,1,18424,4,1,4,1,0,0,0,0,4,0,0,46,0,0,1,1,2,1,1,1,0
166241504,1,7,2,1,0,0,1,0,0,2697,4,4,3,0,1,0,0,0,1,1,0,31,1,0,1,1,3,1,0,0,0
111722016,3,22,2,1,0,1,0,0,0,9502,4,0,4,1,1,0,0,1,4,1,0,30,1,0,0,1,2,1,0,0,0
994883127,1,8,4,1,0,0,0,0,0,4378,0,4,1,0,1,0,0,0,4,0,0,28,0,0,1,1,1,1,0,0,0
637612526,0,17,4,1,0,1,0,0,0,3638,1,2,4,0,0,0,0,0,1,0,0,19,1,0,1,1,2,1,1,0,0
444494140,0,24,0,0,0,0,0,0,0,2648,0,2,4,0,1,0,0,0,3,0,0,47,0,0,1,1,2,1,0,0,0
212821863,0,25,1,1,0,0,0,0,0,2481,0,3,2,0,0,0,0,0,2,0,0,19,0,0,0,1,2,1,0,0,0
915926361,1,54,2,0,0,0,0,0,0,4118,1,3,3,0,1,0,1,0,1,0,1,31,0,0,0,2,1,1,1,0,0
790938471,0,6,1,0,1,0,0,0,0,2911,0,2,2,0,0,1,0,0,4,0,0,71,0,0,1,1,2,1,0,0,0
420372051,0,20,1,1,0,1,0,0,0,2476,2,1,4,0,0,0,0,0,2,0,0,25,0,0,0,1,3,2,0,0,0
115881015,1,20,0,0,0,0,1,0,0,3396,0,1,2,0,1,0,0,0,2,1,1,24,1,0,1,1,3,1,1,0,0
617243688,0,22,2,0,0,0,0,0,1,842,0,4,4,0,1,0,0,0,4,0,0,20,0,0,1,2,2,1,1,1,0
804203599,0,6,2,1,0,1,0,0,1,1309,0,4,2,0,1,0,0,0,1,0,0,19,1,1,1,1,2,1,0,0,0
817687271,1,23,2,0,0,1,0,0,0,15924,0,1,3,0,1,1,0,0,2,0,0,30,0,1,0,1,2,1,0,0,0
622639597,1,19,2,1,0,0,0,0,0,3367,0,3,2,0,1,0,0,0,3,1,0,20,0,0,1,1,2,1,1,0,0
802223945,1,29,1,0,0,0,0,0,0,18424,0,0,4,0,0,0,0,0,4,1,0,20,1,1,1,1,2,1,0,0,0
117484355,3,20,0,0,0,0,0,0,0,3243,0,0,1,0,0,0,0,0,1,0,0,67,0,0,1,1,2,1,0,0,0
70719108,0,12,2,1,0,1,0,0,0,1872,0,4,3,0,1,0,0,0,3,1,0,26,0,0,1,2,2,1,0,0,0
268261856,0,22,2,1,0,0,0,0,0,11087,0,4,1,0,1,0,0,0,4,0,0,19,0,0,1,1,2,1,0,0,0
134251832,1,6,2,1,0,0,0,0,0,7659,0,1,1,0,1,0,0,0,4,0,0,19,0,1,1,1,3,1,1,0,0
881735019,1,27,2,0,0,0,1,0,0,3966,0,2,2,0,1,0,0,0,1,0,0,46,0,0,1,1,1,1,1,0,0
389609626,3,6,2,0,0,0,0,0,0,18424,0,1,1,0,0,0,0,0,3,0,0,34,1,0,1,1,2,1,1,0,0
217113433,0,20,2,0,0,0,0,0,0,3340,0,1,4,0,0,0,0,1,4,0,0,25,0,0,1,1,1,1,1,0,0
425694524,1,23,2,1,0,1,0,0,1,10329,0,0,4,0,1,0,0,0,4,1,0,19,0,0,0,2,2,1,0,0,0
103681675,0,33,2,0,0,0,0,0,0,6085,0,0,3,0,1,0,0,0,2,1,0,23,0,0,1,1,1,1,0,0,0
895737167,1,24,2,0,1,0,0,0,0,7301,0,2,4,0,0,0,1,0,4,0,0,49,0,0,0,1,2,2,0,0,0
81509486,0,65,2,1,0,0,0,0,0,2878,4,1,2,0,0,1,0,0,4,0,0,28,0,1,1,1,3,1,0,0,0
219213627,1,22,2,0,0,0,0,0,0,4670,3,4,4,0,0,0,0,0,2,0,0,19,1,0,1,1,1,1,0,0,0
736651999,1,19,1,1,0,0,0,0,1,3490,0,4,4,0,1,0,0,0,4,0,0,20,0,1,1,1,2,1,1,0,0
293035404,1,32,3,1,0,0,0,0,0,6338,1,1,4,1,1,0,0,0,1,0,0,33,0,0,1,1,2,1,0,0,0
307715418,3,30,2,0,0,1,0,0,0,3829,0,3,2,0,1,0,0,0,4,0,0,40,0,0,1,1,3,1,1,1,0
707254977,2,25,1,1,1,0,0,0,0,3602,0,2,2,0,1,0,0,0,1,0,0,36,0,0,1,1,2,1,1,0,0
591514243,1,13,2,0,0,0,0,0,0,1910,0,1,4,0,1,0,0,0,2,0,0,20,1,1,1,1,2,1,1,0,0
78819190,1,22,3,1,0,0,0,0,0,3764,0,1,3,0,0,0,0,0,4,0,0,65,0,0,0,1,2,1,0,0,0
568832245,1,16,3,0,0,0,1,0,0,3622,0,1,2,0,0,1,0,0,2,0,1,19,0,1,1,1,2,1,0,0,0
746293762,0,26,2,1,0,0,0,1,0,1891,0,1,4,0,1,0,0,0,4,1,0,22,0,0,1,1,2,2,0,0,0
26376091,3,47,3,1,0,0,0,0,0,12854,4,0,2,0,1,0,0,0,4,0,0,39,0,0,0,2,2,1,1,0,0
573995207,3,50,4,0,0,1,1,1,0,3461,2,2,4,0,1,0,0,0,2,1,0,43,1,0,1,1,2,1,1,0,0
490876187,0,6,4,0,0,0,0,0,0,2212,0,0,3,0,0,0,0,0,3,0,1,51,0,1,1,2,2,1,0,0,0
439699067,0,41,3,1,0,0,0,0,0,3740,3,2,3,0,1,0,0,0,2,1,0,70,0,0,1,1,3,1,0,0,0
293468230,1,7,2,1,0,0,1,0,0,11156,0,2,4,0,1,0,0,0,1,0,0,26,0,0,0,1,2,1,0,0,0
293838632,0,17,2,1,0,0,0,0,0,8073,0,0,4,0,0,0,0,0,1,0,0,28,0,0,1,1,2,2,0,0,0
767838659,1,6,2,1,0,0,0,0,0,18424,0,4,3,0,0,0,0,0,4,0,0,21,0,0,1,1,2,2,1,0,0
786609398,1,20,2,0,0,0,0,0,0,16378,0,3,2,1,0,0,0,0,2,0,1,47,0,0,1,1,1,1,0,0,0
142654648,3,19,2,0,0,1,1,0,0,4070,0,4,4,0,0,0,0,0,2,1,0,74,0,0,1,1,2,1,0,0,0
816030369,3,20,2,1,0,0,0,0,0,5252,0,4,4,0,0,0,0,0,2,0,1,49,1,0,1,1,2,1,0,0,0
12318070,0,22,2,1,0,0,0,0,0,2196,0,2,3,0,1,0,0,0,1,1,0,19,0,0,0,1,2,1,1,0,0
434736636,0,23,2,0,0,0,0,0,0,4191,0,1,1,0,1,0,0,0,2,1,0,19,0,0,1,1,3,1,1,0,0
156323835,0,22,2,0,0,0,0,0,0,1666,0,0,1,0,1,0,0,0,4,0,0,25,1,1,1,2,3,1,0,0,0
683429447,0,22,0,0,0,1,0,1,0,9783,0,1,1,0,1,0,0,0,2,0,0,29,0,0,1,2,2,1,0,0,0
299125542,1,25,2,0,0,0,0,0,0,4161,0,2,4,0,0,0,0,0,1,0,0,28,0,0,1,1,2,1,0,0,0
635648059,1,31,2,0,0,0,1,0,0,2624,0,4,4,0,1,0,0,0,4,0,0,19,1,0,1,2,2,1,1,0,0
890805814,1,48,2,0,0,0,1,0,0,14663,0,1,4,0,1,0,0,0,2,1,0,25,0,0,1,1,2,1,0,0,0
888579560,1,27,3,1,0,0,0,0,1,3260,0,1,4,0,1,0,0,0,3,0,0,26,0,0,0,1,3,1,1,1,0
188450170,1,18,3,0,0,0,0,0,0,3058,0,3,2,0,0,0,0,0,3,0,0,21,1,0,1,1,3,1,0,0,0
864415399,1,39,2,0,0,0,0,0,0,10482,0,2,3,0,0,0,0,0,4,0,0,19,0,0,1,2,2,1,0,0,0
684181729,1,25,0,0,0,0,0,0,0,3731,0,0,4,0,0,0,0,0,3,0,0,20,1,0,1,2,2,2,1,0,0
44251626,1,29,2,0,0,0,0,0,0,2909,0,2,1,0,0,0,0,0,2,1,0,19,0,0,1,1,3,1,0,0,0
837713236,1,30,2,1,0,0,0,0,1,4353,0,0,1,0,1,0,0,0,3,1,0,31,1,1,1,1,2,1,1,0,0
708308779,0,38,4,0,0,0,0,0,0,3841,0,1,2,0,1,0,0,0,2,0,0,19,0,0,0,1,2,2,1,0,0
315364475,1,45,4,0,0,1,0,0,0,5885,0,3,2,0,1,0,0,0,3,0,0,21,1,0,1,1,2,1,0,0,0
77492593,0,58,1,0,0,1,0,0,0,11048,0,2,4,1,0,0,0,0,1,0,0,19,1,0,0,1,1,1,1,0,0
625046630,0,21,0,0,0,0,0,0,0,10318,0,3,2,0,0,0,0,0,4,0,1,19,0,0,1,1,2,1,1,0,0
49251205,1,48,1,1,0,0,1,0,0,18424,0,1,4,0,0,0,0,0,2,1,1,74,1,0,0,1,1,1,0,1,0
39073342,1,17,0,0,0,0,0,0,0,1809,0,2,4,0,0,0,0,0,4,1,0,19,0,0,1,1,2,1,0,0,0
168346306,3,18,4,0,0,0,0,1,0,3135,0,2,2,0,0,0,0,0,4,1,0,41,0,0,1,1,2,2,0,0,0
22978769,0,23,1,0,0,0,0,0,0,2828,0,4,4,0,1,0,0,0,4,0,0,20,0,0,1,1,2,2,0,0,0
218597455,1,43,4,1,0,0,0,0,0,18424,0,0,4,0,0,0,0,0,2,0,1,19,0,0,1,1,2,1,1,0,0
804041081,0,16,4,0,0,0,0,0,0,4098,0,3,4,1,1,0,1,1,2,0,0,19,1,1,1,1,2,1,1,0,0
660794308,1,55,2,0,0,0,0,0,0,12065,0,1,2,0,1,0,0,0,2,0,0,21,0,0,0,2,2,1,0,0,0
57260927,1,41,2,1,0,0,1,0,0,4467,0,4,3,0,1,0,0,0,1,1,0,19,0,0,0,1,2,1,1,0,0
592417133,1,28,2,1,0,1,0,0,0,4300,4,4,2,0,0,0,0,0,2,0,1,56,1,0,0,1,1,2,0,0,0
394838897,0,29,2,1,0,1,1,1,0,3715,0,2,3,0,1,0,0,0,1,0,0,21,0,0,1,1,2,1,1,0,0
478161161,1,21,2,0,0,0,0,0,0,8665,2,1,2,0,1,0,0,0,3,1,0,32,1,0,0,1,2,1,0,0,0
619385156,1,71,2,1,0,0,0,0,0,1803,0,4,2,1,1,0,0,0,2,0,0,23,0,0,1,1,2,2,1,0,0
316491429,1,43,2,1,0,0,0,1,0,2122,0,1,4,0,1,0,0,1,2,0,0,19,1,0,1,2,3,1,1,0,0
632318189,0,21,0,1,0,0,0,0,0,1808,0,2,2,0,0,0,0,0,3,0,0,20,0,0,1,1,3,1,0,0,0
641473845,1,23,2,0,0,0,0,0,0,2733,3,1,2,0,1,0,0,0,2,1,1,29,0,0,1,1,2,1,0,0,0
628909562,1,35,1,1,0,0,1,0,0,4518,4,1,4,0,0,0,0,0,3,1,0,21,0,0,1,1,2,1,1,0,0
591050345,3,15,4,0,0,0,1,1,0,10274,0,0,4,0,1,0,0,0,1,0,0,23,0,1,1,1,3,1,1,1,0
892554632,1,16,1,0,0,1,0,0,0,3902,0,3,2,0,0,0,0,0,2,0,0,19,0,0,1,2,3,1,0,0,0
490078307,0,72,4,0,0,0,0,0,0,4353,0,3,2,0,1,0,0,0,4,0,0,27,0,0,0,2,2,1,1,0,0
916180605,0,15,2,0,0,0,0,0,0,10259,1,0,2,0,1,0,0,0,4,0,0,31,0,0,0,2,3,1,0,0,0
981402664,0,30,2,0,0,0,1,0,1,4857,4,0,4,0,1,0,0,0,2,1,0,66,0,0,1,1,2,1,0,0,0
59321557,1,10,2,1,0,1,1,0,1,3412,0,1,2,0,1,1,0,0,3,0,0,20,1,1,1,1,2,1,0,0,0
511409855,3,58,2,0,0,0,0,0,0,2327,0,1,4,0,1,0,0,0,2,0,0,22,0,1,1,2,2,1,1,0,0
976568293,0,22,2,1,0,1,0,0,0,3268,0,1,4,0,1,1,0,0,3,0,0,29,0,1,1,1,3,1,1,0,0
905276090,1,26,2,0,0,1,1,0,0,3608,0,0,4,0,0,0,0,0,2,0,0,20,1,0,1,2,2,2,1,0,0
382637406,0,41,3,1,0,0,0,0,0,10827,0,2,4,0,1,0,0,0,4,0,0,57,1,0,1,1,2,1,1,0,0
821296405,1,8,3,0,0,0,0,0,0,4056,2,3,4,0,1,0,0,0,1,0,0,54,0,0,1,1,0,2,0,0,0
830128396,1,23,2,1,0,0,0,0,0,3264,2,1,2,1,1,0,0,0,4,0,0,60,0,0,1,1,2,1,1,0,0
973429722,3,22,2,0,0,0,1,0,0,4131,0,2,3,0,1,0,0,0,4,0,1,30,0,1,0,2,2,1,0,0,0
425990826,1,12,2,0,0,0,0,0,0,8035,0,0,4,0,1,0,0,1,4,0,0,19,0,0,0,1,2,1,1,0,0
185471220,1,6,3,1,0,0,0,0,0,3772,4,2,1,0,1,0,0,0,4,0,0,43,1,1,0,1,2,1,0,0,0
270144424,0,16,2,0,0,0,0,0,0,18067,0,2,3,0,1,0,1,1,3,0,0,47,1,0,1,1,1,1,1,0,0
837212527,1,19,4,0,0,1,0,0,0,3863,4,0,2,0,0,0,0,0,4,0,0,46,0,0,1,1,2,1,1,0,0
378218235,1,13,0,0,0,0,0,0,0,9691,0,0,4,0,0,0,0,0,2,1,0,23,0,0,1,1,0,1,1,0,0
720817016,1,37,2,1,0,0,0,0,0,4041,0,1,2,0,0,0,0,0,2,1,0,19,1,0,1,1,0,2,1,0,0
899958127,1,19,2,0,0,0,0,0,0,3001,1,3,4,0,1,0,0,0,4,0,0,26,1,0,1,1,1,2,1,0,0
878069053,1,23,1,1,0,0,0,1,0,4541,0,1,4,0,1,0,1,0,1,0,0,19,1,0,1,1,3,1,1,0,0
495122735,1,33,0,1,0,0,1,0,0,9181,0,4,2,0,1,0,0,0,4,1,0,40,0,1,0,1,2,1,1,0,0
926842125,1,21,2,0,0,1,0,0,0,4051,0,2,4,0,1,0,0,0,2,0,0,53,0,0,1,1,1,1,0,0,0
944955351,0,6,2,1,0,0,1,0,0,4019,0,2,2,0,1,1,0,0,2,1,0,33,0,0,1,1,2,2,0,0,0
82349543,3,30,4,0,0,0,1,0,0,6723,0,0,1,0,0,0,0,0,2,0,0,33,0,0,1,1,2,1,1,0,0
168659547,1,27,2,1,0,0,0,0,0,17856,0,3,3,0,0,1,0,0,3,0,0,19,0,0,1,2,2,2,0,0,0
492867005,0,29,0,0,0,1,0,0,0,16943,2,3,2,1,1,0,0,0,4,0,1,19,1,0,1,2,2,1,1,0,0
785536665,0,6,3,0,0,0,0,0,0,2517,1,4,4,0,0,0,0,0,2,0,0,25,0,0,0,1,2,2,0,0,0
818191019,3,17,4,0,0,0,0,0,0,2540,4,1,3,0,0,0,0,0,2,0,0,33,0,0,1,1,2,1,1,0,0
317545283,3,14,2,0,0,0,1,0,0,3604,0,1,3,0,0,0,1,0,4,0,0,38,0,1,1,1,1,2,0,0,0
506365558,0,16,4,0,0,0,0,0,0,9807,0,4,4,0,0,0,0,0,4,0,0,25,1,1,0,1,2,1,0,0,0
693983526,1,14,2,1,0,1,0,0,0,3930,0,1,2,0,1,0,0,0,2,0,1,51,1,0,1,1,1,1,1,0,0
827242204,0,32,2,0,0,0,1,0,0,3198,1,1,2,0,0,0,0,0,2,0,0,19,0,0,1,2,2,1,0,0,0
697196794,3,19,2,0,0,1,0,0,0,10249,2,4,2,0,0,0,0,0,2,1,1,19,1,0,1,1,2,2,1,0,0
156470226,0,27,4,0,0,0,0,0,0,11634,3,4,3,0,1,0,0,0,4,0,0,27,0,1,1,1,2,1,1,0,0
714208429,0,18,2,0,0,1,0,0,0,6876,0,1,4,0,1,0,0,0,3,0,0,21,0,0,0,1,2,1,0,0,0
129263802,0,17,2,1,0,0,0,0,0,3111,0,2,4,0,1,0,0,0,4,0,0,19,0,0,1,1,2,1,1,0,0
790624073,3,15,2,0,0,1,1,0,0,4137,1,2,4,0,0,0,0,0,4,0,0,27,0,1,1,2,0,1,1,0,0
387463649,0,11,2,0,0,0,0,1,0,16707,1,0,3,0,1,1,0,0,1,1,1,23,0,0,0,1,2,1,1,0,0
449299591,1,43,2,1,0,0,0,0,0,2638,0,4,2,0,0,0,0,1,2,1,0,22,1,0,1,1,2,1,1,0,0
389401623,0,30,4,0,0,0,0,0,0,3006,0,2,1,0,1,0,0,0,4,0,1,26,0,1,1,1,1,1,1,0,0
382851612,0,10,2,1,0,0,0,1,0,3850,0,3,2,0,1,0,0,0,4,0,0,31,0,1,0,1,2,1,0,0,0
16831404,1,39,2,0,0,0,1,0,0,6494,1,4,2,0,0,0,0,0,1,0,0,19,0,1,1,1,1,1,0,0,0
950757300,0,48,0,1,0,0,0,0,1,18424,1,1,4,0,1,0,0,0,1,0,0,19,0,0,1,1,2,1,1,0,0
934678982,3,16,4,1,0,0,1,0,0,3785,0,4,2,0,1,0,0,0,4,0,0,31,0,0,1,1,2,1,1,0,0
152199832,1,18,2,0,0,1,0,0,0,1414,0,2,4,0,1,0,0,1,4,0,0,26,0,1,1,1,3,1,0,0,0
228300182,3,17,3,1,1,0,1,0,0,3572,0,2,4,0,0,1,0,0,4,0,0,56,0,0,1,1,3,2,0,0,0
18595250,1,12,3,0,0,0,0,1,0,7335,0,2,2,0,1,0,0,0,1,0,1,58,0,0,1,1,3,1,1,0,0
347553158,1,36,2,0,0,1,1,0,0,3631,0,2,3,0,0,0,0,0,2,0,0,20,0,0,1,1,2,1,0,0,0
816062637,2,20,2,1,0,0,0,1,1,3127,0,0,4,0,1,0,0,0,2,0,0,30,0,0,1,2,2,1,0,0,0
52354023,1,6,2,0,0,1,0,0,0,4745,0,1,2,0,0,0,0,0,1,0,1,22,0,0,1,1,3,1,1,0,0
870261201,1,13,4,0,0,0,0,0,0,9069,0,1,4,0,1,0,0,0,3,1,0,44,0,0,1,1,1,2,1,0,0
70224528,0,17,4,0,0,0,1,0,0,911,0,3,4,0,0,0,0,0,4,1,0,30,0,0,0,2,3,1,0,1,0
308861099,1,6,4,1,0,1,0,0,0,650,0,3,2,0,0,0,0,0,1,0,0,21,0,0,1,2,2,1,1,0,0
197769741,1,17,2,0,0,1,0,0,0,4051,0,3,4,0,1,0,0,0,4,1,0,53,1,0,1,2,1,1,1,0,0
947878665,3,12,2,0,0,0,0,0,0,18424,0,3,4,0,1,0,0,0,4,0,0,62,0,0,1,1,2,1,1,0,0
110564011,1,33,4,1,0,0,0,0,0,3969,0,2,2,0,0,0,0,0,3,0,0,27,1,0,0,1,3,1,0,0,0
463999289,1,14,2,1,0,1,0,0,0,1871,0,0,2,0,1,0,0,0,2,0,1,27,1,0,1,1,2,1,0,0,0
728027259,1,28,4,0,0,0,0,0,0,2683,0,4,1,0,1,0,0,0,2,0,1,19,0,0,1,1,2,2,1,0,0
724057806,0,21,0,0,0,0,0,1,1,8887,4,2,4,0,1,0,1,0,4,0,0,25,0,0,1,1,2,2,0,0,0
982931507,1,19,3,1,0,0,0,0,0,3629,0,1,4,0,1,0,0,0,3,1,0,55,0,0,1,1,2,1,0,0,0
43363697,0,31,2,0,0,1,1,0,0,18424,0,1,4,0,1,0,0,0,4,0,0,30,0,0,1,1,1,1,0,0,0
842116717,1,12,2,0,0,1,0,0,1,17292,0,3,3,0,0,0,0,0,2,0,0,32,0,0,0,1,2,1,0,0,0
362066782,3,6,2,0,0,0,0,0,0,10401,0,2,2,0,1,0,0,0,4,1,1,19,0,0,1,1,2,1,0,0,0
761466838,1,26,2,0,0,1,0,0,0,18424,0,1,4,0,0,1,0,0,2,0,0,34,0,0,0,1,2,1,1,0,0
541970580,1,19,2,0,0,0,0,0,0,3483,4,1,4,0,0,0,0,0,2,0,0,19,0,0,0,1,2,1,0,0,0
11955495,1,27,2,0,0,0,1,0,1,736,0,3,1,0,1,0,0,0,1,1,0,59,0,0,1,2,1,1,0,0,0
615212443,1,11,2,0,0,0,0,0,0,3472,0,1,4,0,1,0,0,0,2,1,1,30,0,1,0,2,2,1,1,0,0
838543022,1,6,2,1,0,1,0,0,0,1226,0,1,4,0,1,0,0,0,4,0,1,49,0,0,1,1,1,1,1,0,0
728873383,1,15,0,0,0,1,1,0,0,3419,0,1,2,0,1,0,0,0,4,1,0,44,1,0,1,1,0,1,1,0,0
23504729,0,6,0,0,0,0,1,0,0,3787,0,4,1,0,1,0,1,0,2,1,0,24,1,0,0,1,2,1,1,0,0
976845623,1,30,1,0,0,0,0,0,0,3358,0,2,4,1,1,0,0,0,4,1,1,19,0,1,0,1,2,2,1,0,0
799410026,1,21,3,0,0,1,0,0,0,3323,0,1,2,0,1,0,1,0,4,1,0,34,0,1,0,2,3,2,1,0,0
198108131,1,32,2,1,0,0,0,0,0,3861,0,2,1,1,0,0,0,0,1,0,0,22,1,1,1,1,2,1,0,0,0
120359567,1,18,3,0,0,0,0,0,1,7932,2,1,2,0,0,0,0,0,4,0,0,19,1,0,1,2,2,2,1,0,0
469073668,0,21,3,1,0,0,0,0,0,4150,0,1,1,0,0,0,0,0,2,0,0,60,0,0,0,1,1,1,0,0,0
12893717,3,18,2,1,0,0,0,0,0,10503,2,4,2,0,1,0,0,0,2,1,0,41,0,0,1,1,2,1,1,0,0
934174601,3,50,4,1,0,0,0,0,0,8899,0,4,1,0,0,0,0,0,2,0,0,30,0,0,0,1,2,1,0,0,0
736588573,0,27,2,0,0,1,0,0,0,2683,0,4,2,1,1,0,0,0,1,1,0,27,0,1,0,1,2,2,0,0,0
217058157,1,18,2,0,0,1,0,0,0,3791,3,4,2,0,0,0,0,1,3,0,0,19,0,0,0,1,2,1,0,0,0
243911332,0,20,4,0,0,0,0,0,0,3468,0,3,2,0,1,0,0,0,4,0,0,19,0,0,1,1,2,1,1,0,0
965809207,2,21,2,0,0,0,0,0,0,2905,0,2,3,0,0,0,1,0,3,0,1,31,1,0,1,1,2,1,1,0,0
944946812,1,6,2,0,0,0,1,0,0,2577,0,2,2,0,1,0,0,0,2,1,0,52,1,0,1,1,3,1,0,0,0
893008938,1,20,0,1,0,0,0,0,0,18424,0,1,1,0,0,0,0,0,4,0,0,39,0,0,0,1,3,1,1,0,0
372866592,0,23,3,1,0,0,0,0,0,3366,0,3,3,0,1,0,0,0,4,0,0,19,1,0,1,1,3,1,1,0,0
595777933,1,44,2,0,0,0,1,0,0,1655,0,4,1,0,0,0,0,0,2,0,0,19,0,0,0,1,3,1,0,0,0
595997974,0,43,2,0,0,0,0,0,0,1934,0,3,2,0,0,0,0,1,3,0,0,27,0,1,1,2,2,1,1,0,0
794456230,1,21,4,0,0,0,1,0,0,2975,0,4,4,0,1,1,1,0,4,0,0,25,0,0,1,2,2,1,0,0,0
786487675,1,22,3,1,0,1,0,0,0,2257,0,2,1,0,1,0,0,0,3,0,0,21,0,0,1,1,3,1,0,0,0
210311537,1,31,3,0,0,0,0,0,0,10279,0,2,4,0,1,0,0,0,2,1,0,62,0,0,0,1,2,1,1,0,0
650243550,1,21,2,1,0,0,0,0,1,4044,0,2,3,0,1,0,0,0,2,0,0,20,0,0,0,1,2,1,0,0,0
521515451,1,9,4,0,0,1,0,0,0,1521,1,1,4,0,0,0,0,0,4,1,0,42,0,0,1,2,3,1,1,0,0
584001106,0,6,2,0,0,0,0,1,0,1906,0,3,1,0,0,0,0,0,4,0,0,34,0,0,0,1,1,1,1,0,0
630743926,1,10,4,0,0,0,0,0,0,3581,4,1,3,0,0,0,0,0,3,1,0,19,0,0,1,1,1,2,1,0,0
672238481,1,54,2,0,0,0,0,0,0,3013,1,3,3,0,0,0,0,0,4,1,0,21,0,0,0,1,2,1,0,0,0
481213496,1,37,3,0,0,1,1,0,0,3188,0,2,2,0,0,0,0,0,3,0,1,19,0,1,1,1,3,1,0,0,0
219947627,1,6,4,1,0,0,0,0,0,12536,0,0,4,0,0,0,0,0,4,1,0,28,1,0,1,1,3,1,1,0,0
569787649,1,30,2,1,0,0,0,0,0,8250,0,4,2,0,0,0,0,0,3,0,0,43,1,1,1,1,2,1,0,0,0
892818346,0,10,2,0,0,0,0,0,0,4228,0,2,2,0,0,0,0,0,1,0,1,19,0,0,1,1,2,1,1,0,0
19659730,1,32,2,1,0,0,0,0,1,4406,0,0,4,0,0,0,0,0,2,0,1,34,1,0,0,1,2,1,1,0,0
229117548,1,9,2,1,0,1,1,0,0,3601,4,2,2,0,1,0,0,0,2,0,1,37,1,0,1,2,1,1,1,0,0
423312044,1,10,3,1,0,1,0,0,0,4155,0,1,1,0,1,0,0,0,1,0,0,42,0,0,1,1,3,1,1,0,0
174987932,3,20,1,0,0,0,0,0,0,2062,0,4,1,0,0,0,0,0,4,1,0,43,1,1,0,2,2,1,0,0,0
148468264,1,25,2,0,0,1,0,0,0,4498,0,1,4,0,0,0,0,0,3,0,0,19,0,0,1,1,2,1,1,0,0
355481009,1,41,0,0,0,0,1,0,0,1937,0,1,3,0,1,0,0,0,4,1,0,28,0,0,0,1,1,1,0,0,0
91111894,1,13,4,0,0,0,0,0,0,3026,0,2,1,0,1,0,0,0,4,0,0,30,0,1,0,1,2,1,0,0,0
585701363,1,28,4,0,0,0,0,1,0,3079,3,3,4,0,1,0,0,0,4,0,0,23,0,1,1,1,2,2,1,0,0
458091405,1,7,2,1,0,1,0,1,0,3867,0,2,3,0,0,0,0,0,3,1,1,24,0,0,1,1,2,1,1,0,0
17943087,3,6,4,1,0,0,0,0,0,9285,0,1,4,0,0,0,0,0,4,1,0,38,0,0,1,1,2,1,1,0,0
262465633,3,20,2,0,0,0,0,0,1,18257,0,1,1,0,0,0,0,0,4,1,0,26,0,1,1,2,2,1,0,0,0
597488562,3,17,2,0,0,0,1,0,0,1729,0,2,2,0,1,0,0,0,2,1,0,34,0,0,1,1,1,1,0,0,0
317378218,3,23,2,0,0,0,0,0,0,2819,0,0,3,1,1,0,0,0,3,0,1,27,0,0,0,1,3,1,1,0,0
455191637,1,12,2,1,0,0,0,0,1,1352,0,0,4,0,1,1,0,0,2,0,0,19,0,0,0,1,2,1,1,0,0
258500900,1,18,0,1,0,1,1,0,0,4228,0,2,4,0,0,0,0,0,4,0,1,28,1,0,0,2,2,1,1,0,0
971239174,0,22,0,1,0,0,0,0,1,13613,0,1,1,0,0,0,1,0,1,0,0,22,0,0,1,1,2,1,1,0,0
851624876,1,6,4,1,0,0,0,0,0,2697,0,1,4,0,1,0,0,0,4,1,1,46,1,0,1,1,2,2,0,0,0
864089159,1,7,2,0,0,0,0,0,0,18424,0,2,2,1,1,0,0,0,2,1,0,23,0,0,0,1,2,2,1,0,0
775694645,0,23,1,0,0,0,0,0,0,10097,3,2,1,0,1,0,0,0,4,0,0,23,0,0,1,1,2,1,0,0,0
517558836,0,28,2,0,0,1,0,0,0,3952,0,4,4,0,1,0,0,0,2,0,1,54,0,0,1,1,2,1,1,0,0
681524999,3,13,2,1,0,0,1,0,0,2284,1,3,3,0,1,0,0,0,4,0,0,66,1,1,1,1,2,1,1,0,0
660855721,0,23,3,0,0,0,0,0,0,4203,0,2,3,0,0,0,0,0,3,0,0,19,1,0,1,2,2,1,0,0,0
944252292,1,25,1,0,0,0,1,0,0,4007,0,1,2,0,0,0,0,0,2,0,0,22,1,0,1,1,2,2,1,0,0
738420057,1,16,1,0,0,1,0,0,0,4522,0,2,2,0,0,0,0,0,3,1,0,28,1,0,0,1,2,1,1,0,0
27252403,1,64,2,0,0,1,0,0,0,9421,0,3,4,0,1,0,0,0,4,0,0,64,0,1,1,1,2,1,0,0,0
282167617,1,17,2,1,0,0,0,0,0,13088,0,1,3,0,0,0,0,0,4,0,0,24,0,0,1,1,2,1,0,0,0
464593320,1,21,1,0,0,0,0,0,0,10158,0,0,4,0,1,0,0,0,3,0,0,23,1,0,1,4,3,1,0,0,0
